date,ahr999
2018-06-08,1.3328971237225944
2018-06-09,1.3129544927901384
2018-06-10,1.265928519276479
2018-06-11,1.0397887141782511
2018-06-12,1.0716474893086037
2018-06-13,0.977341449089559
2018-06-14,0.9034355649913555
2018-06-15,1.0002816087064523
2018-06-16,0.9362011003122721
2018-06-17,0.9629592816602554
2018-06-18,0.9529425522792903
2018-06-19,1.0225566277491462
2018-06-20,1.0319288645784674
2018-06-21,1.0355686764533059
2018-06-22,1.0236382227875893
2018-06-23,0.8375878915869239
2018-06-24,0.8594992452226536
2018-06-25,0.8638029245836565
2018-06-26,0.8899368867826589
2018-06-27,0.8452363272464843
2018-06-28,0.8668935336366733
2018-06-29,0.7990126077626538
2018-06-30,0.8898999166750775
2018-07-01,0.9505173773480887
2018-07-02,0.9441168856510161
2018-07-03,1.0121701442651825
2018-07-04,1.0014696861045687
2018-07-05,1.0202541767467583
2018-07-06,1.036067680515033
2018-07-07,1.049212480657656
2018-07-08,1.1129748538462245
2018-07-09,1.0893461550040973
2018-07-10,1.0806591285824463
2018-07-11,0.9558053230602616
2018-07-12,0.9782341713170228
2018-07-13,0.9315873154060996
2018-07-14,0.937535344210746
2018-07-15,0.9480050219593924
2018-07-16,0.9764825661009664
2018-07-17,1.1000126239786372
2018-07-18,1.2982971121890243
2018-07-19,1.322187375927
2018-07-20,1.3563920698960104
2018-07-21,1.3169043835031786
2018-07-22,1.342786270445392
2018-07-23,1.3442701888930104
2018-07-24,1.45856031119913
2018-07-25,1.7234665512964904
2018-07-26,1.6445653920985792
2018-07-27,1.5578045523232222
2018-07-28,1.6469878823736965
2018-07-29,1.6638479967355266
2018-07-30,1.6724591905135786
2018-07-31,1.657423706384187
2018-08-01,1.4965122389607224
2018-08-02,1.4471711882276945
2018-08-03,1.4218685997872256
2018-08-04,1.3777913669221717
2018-08-05,1.2318781006992465
2018-08-06,1.2438593605058899
2018-08-07,1.2082660601751252
2018-08-08,1.13715389623342
2018-08-09,0.9951607755571505
2018-08-10,1.0821339986201919
2018-08-11,0.9599942495068801
2018-08-12,0.9916899425753061
2018-08-13,1.0112804203250734
2018-08-14,0.9954665369804598
2018-08-15,0.9758361334184523
2018-08-16,1.0001494476575061
2018-08-17,1.0164856112227336
2018-08-18,1.0968697818233268
2018-08-19,1.0445554123819571
2018-08-20,1.0707137652662813
2018-08-21,1.0062226363587392
2018-08-22,1.0661223890573879
2018-08-23,1.0288509432930313
2018-08-24,1.087327475285532
2018-08-25,1.1423324816527627
2018-08-26,1.153040775273501
2018-08-27,1.1369720972040867
2018-08-28,1.1979882385822875
2018-08-29,1.2679704714006956
2018-08-30,1.2500702874107885
2018-08-31,1.2243409617546281
2018-09-01,1.2487511757745264
2018-09-02,1.2996144702503505
2018-09-03,1.3317156397184176
2018-09-04,1.3258728184568505
2018-09-05,1.3620381798940657
2018-09-06,1.147876350946566
2018-09-07,1.0730844556021106
2018-09-08,1.051774293098092
2018-09-09,0.9774150320287845
2018-09-10,1.0031095277371949
2018-09-11,1.0133928498239555
2018-09-12,1.0094338867465942
2018-09-13,1.0218930227017955
2018-09-14,1.074738085779913
2018-09-15,1.073497621389715
2018-09-16,1.0833909237334058
2018-09-17,1.0766418826864015
2018-09-18,1.0020969336279422
2018-09-19,1.0324903148292754
2018-09-20,1.0425961030503486
2018-09-21,1.0817225078527068
2018-09-22,1.157621003469102
2018-09-23,1.151691597208009
2018-09-24,1.1484542723498958
2018-09-25,1.11421419685994
2018-09-26,1.0641148090018957
2018-09-27,1.078075509779879
2018-09-28,1.1400331106170964
2018-09-29,1.1278622042661495
2018-09-30,1.114889835809016
2018-10-01,1.1194289630480974
2018-10-02,1.1099186635358882
2018-10-03,1.0962100913744657
2018-10-04,1.0768524016076713
2018-10-05,1.101776695160551
2018-10-06,1.117666313653103
2018-10-07,1.1068401963286223
2018-10-08,1.1099018558783198
2018-10-09,1.1274501940935173
2018-10-10,1.1229264678942867
2018-10-11,1.1045609823740667
2018-10-12,0.9910001782008956
2018-10-13,1.0030718467182476
2018-10-14,1.0058627533108613
2018-10-15,1.006739719529868
2018-10-16,1.1066104057094295
2018-10-17,1.1014080169276386
2018-10-18,1.0839568407778652
2018-10-19,1.0613255407806048
2018-10-20,1.0544899121169145
2018-10-21,1.0630350473218995
2018-10-22,1.0602690819433755
2018-10-23,1.0543495283174282
2018-10-24,1.0548783111095523
2018-10-25,1.055375873042399
2018-10-26,1.0488428511514074
2018-10-27,1.0514026781183714
2018-10-28,1.050565211800765
2018-10-29,1.0523557995938735
2018-10-30,1.0020824948086924
2018-10-31,1.001524071699193
2018-11-01,0.9951289946679407
2018-11-02,1.014075009284278
2018-11-03,1.0162582892575942
2018-11-04,1.0088196990979366
2018-11-05,1.007847496231668
2018-11-06,1.0296952680511975
2018-11-07,1.0409078267799392
2018-11-08,1.0582257215059518
2018-11-09,1.0324609117475376
2018-11-10,1.0144973197935303
2018-11-11,1.0237100145140106
2018-11-12,1.02311185981415
2018-11-13,1.0111052201749813
2018-11-14,1.0042403280806258
2018-11-15,0.8198184672368147
2018-11-16,0.7948097916912326
2018-11-17,0.7768339609506022
2018-11-18,0.7722491192804274
2018-11-19,0.7899804398392376
2018-11-20,0.592642309493502
2018-11-21,0.5006655133454447
2018-11-22,0.5351081373407788
2018-11-23,0.47959845141061036
2018-11-24,0.47780439156298804
2018-11-25,0.3817234995574095
2018-11-26,0.4096615505766649
2018-11-27,0.3614023278019618
2018-11-28,0.37320622400076203
2018-11-29,0.4663490816803479
2018-11-30,0.471657841005958
2018-12-01,0.41618498077564237
2018-12-02,0.45430925090390023
2018-12-03,0.4436713704878171
2018-12-04,0.3903812419461038
2018-12-05,0.4059393619711605
2018-12-06,0.36587104470400306
2018-12-07,0.3212204035665315
2018-12-08,0.30573206183601537
2018-12-09,0.31578635196490334
2018-12-10,0.3422462959744113
2018-12-11,0.3216200920517802
2018-12-12,0.30848906739265564
2018-12-13,0.3212650667000059
2018-12-14,0.29033176184398746
2018-12-15,0.2792240428105887
2018-12-16,0.27861140389919026
2018-12-17,0.2822267591956328
2018-12-18,0.3358161871151328
2018-12-19,0.3679377958501747
2018-12-20,0.3757298676100243
2018-12-21,0.45915537870020007
2018-12-22,0.4089853007658092
2018-12-23,0.43587836763648213
2018-12-24,0.4321181774516914
2018-12-25,0.45043131922258955
2018-12-26,0.3953190950973841
2018-12-27,0.4032963843101603
2018-12-28,0.36276796757329693
2018-12-29,0.4208827546205885
2018-12-30,0.39809183816790783
2018-12-31,0.4077626176140427
2019-01-01,0.383313312705226
2019-01-02,0.40497405825819993
2019-01-03,0.42277711211524166
2019-01-04,0.40217102904999874
2019-01-05,0.406853406364144
2019-01-06,0.4040978889138702
2019-01-07,0.45712968647897073
2019-01-08,0.4464008394006525
2019-01-09,0.44729202118225053
2019-01-10,0.44816131798535996
2019-01-11,0.37204089615082075
2019-01-12,0.37506044491419843
2019-01-13,0.3697155187197715
2019-01-14,0.3498763048672651
2019-01-15,0.37964914537141
2019-01-16,0.36528996866575714
2019-01-17,0.3698488095609467
2019-01-18,0.37559441969153917
2019-01-19,0.3708874518180968
2019-01-20,0.38635091086489276
2019-01-21,0.3613627986426537
2019-01-22,0.3568401344388412
2019-01-23,0.36348974504509585
2019-01-24,0.3598504460843236
2019-01-25,0.3650305818820192
2019-01-26,0.3640423941683922
2019-01-27,0.3654965283391388
2019-01-28,0.3618421917776122
2019-01-29,0.3393711921663205
2019-01-30,0.3349683555322153
2019-01-31,0.3435557053928234
2019-02-01,0.3391650573887242
2019-02-02,0.34449082976733547
2019-02-03,0.3514784786939518
2019-02-04,0.3425137520876383
2019-02-05,0.3408682312059355
2019-02-06,0.34441107808967064
2019-02-07,0.33450765831910867
2019-02-08,0.3326267337835288
2019-02-09,0.3884010684822392
2019-02-10,0.3897307631068233
2019-02-11,0.39544406121358555
2019-02-12,0.38510509360214684
2019-02-13,0.3883496413747073
2019-02-14,0.38455438180337775
2019-02-15,0.3826015950155267
2019-02-16,0.38311526056002815
2019-02-17,0.38781892906204024
2019-02-18,0.39680047244546035
2019-02-19,0.45121520708817303
2019-02-20,0.4600640499650654
2019-02-21,0.4732253351341829
2019-02-22,0.46258435623119193
2019-02-23,0.4741002506915334
2019-02-24,0.5099211426389457
2019-02-25,0.4304615554235185
2019-02-26,0.44730257566586384
2019-02-27,0.44276936356112345
2019-02-28,0.4410417004128582
2019-03-01,0.4427083861956719
2019-03-02,0.4434531045258474
2019-03-03,0.445413926587568
2019-03-04,0.44185357465404534
2019-03-05,0.4229154150800738
2019-03-06,0.4548323175959352
2019-03-07,0.45672298995105776
2019-03-08,0.4594744805748312
2019-03-09,0.45547816468180324
2019-03-10,0.47280439219724096
2019-03-11,0.4702286731436425
2019-03-12,0.458882527372059
2019-03-13,0.4615923959182847
2019-03-14,0.46036997346632175
2019-03-15,0.4658701964944126
2019-03-16,0.4753170343157993
2019-03-17,0.49624444157481407
2019-03-18,0.49250436151630883
2019-03-19,0.4937475469011876
2019-03-20,0.5037130486831869
2019-03-21,0.5076150740260178
2019-03-22,0.4946148555358073
2019-03-23,0.4938770258757386
2019-03-24,0.49765539337060777
2019-03-25,0.4954412847879022
2019-03-26,0.4824656307754469
2019-03-27,0.4865362205852383
2019-03-28,0.5123781005598994
2019-03-29,0.507873279093038
2019-03-30,0.5141616691065563
2019-03-31,0.517821057355346
2019-04-01,0.5181182279380181
2019-04-02,0.53157861711564
2019-04-03,0.7324946211593999
2019-04-04,0.7600293120473199
2019-04-05,0.7451530386552968
2019-04-06,0.7797026776205618
2019-04-07,0.7874507282451985
2019-04-08,0.8302274900703934
2019-04-09,0.8587969912242371
2019-04-10,0.8309379632571117
2019-04-11,0.8696714447103389
2019-04-12,0.7854966489964927
2019-04-13,0.793901066146889
2019-04-14,0.7957594755941304
2019-04-15,0.8179289079337856
2019-04-16,0.7862108317799393
2019-04-17,0.8394081096740467
2019-04-18,0.8439889911903128
2019-04-19,0.8586782804292709
2019-04-20,0.8602264860078288
2019-04-21,0.8700886619172218
2019-04-22,0.8620065730455194
2019-04-23,0.8899256281157509
2019-04-24,0.9469226366354461
2019-04-25,0.9110091395322408
2019-04-26,0.8273057513122775
2019-04-27,0.8490824047842118
2019-04-28,0.8462653995907341
2019-04-29,0.8500978753554647
2019-04-30,0.837621284482608
2019-05-01,0.8702302716810396
2019-05-02,0.8863652247828272
2019-05-03,0.9197189128877399
2019-05-04,1.0090325653977332
2019-05-05,1.0298268981897183
2019-05-06,1.0150116382277174
2019-05-07,0.9979756826476576
2019-05-08,1.0333037239146845
2019-05-09,1.0795387647082464
2019-05-10,1.1490089438011382
2019-05-11,1.2243084284258736
2019-05-12,1.5576921608157412
2019-05-13,1.4560560547489307
2019-05-14,1.8220175819603195
2019-05-15,1.902771393019478
2019-05-16,1.996307516219376
2019-05-17,1.8446159790848908
2019-05-18,1.5947373617505625
2019-05-19,1.5594031157242556
2019-05-20,1.9778800883331256
2019-05-21,1.8686516362977454
2019-05-22,1.853611242541652
2019-05-23,1.7216118962680658
2019-05-24,1.8097895926664997
2019-05-25,1.8558703948331676
2019-05-26,1.8804318854216397
2019-05-27,2.1740141364230876
2019-05-28,2.232073006573119
2019-05-29,2.182826707373982
2019-05-30,2.147923572376414
2019-05-31,1.976287498479449
2019-06-01,2.09224480716049
2019-06-02,2.0818407436378448
2019-06-03,2.1605283974545233
2019-06-04,1.8996513399032189
2019-06-05,1.6671935489346292
2019-06-06,1.7119079651228326
2019-06-07,1.7096306937243073
2019-06-08,1.795267698844432
2019-06-09,1.7488236249544538
2019-06-10,1.6307266515343812
2019-06-11,1.7576272712877616
2019-06-12,1.7153904885823903
2019-06-13,1.8025316362412303
2019-06-14,1.8311033973694602
2019-06-15,2.029327840540887
2019-06-16,2.088805642808068
2019-06-17,2.147759215879192
2019-06-18,2.304038323109638
2019-06-19,2.16688931553438
2019-06-20,2.248273496821178
2019-06-21,2.3586852404207352
2019-06-22,2.675020571017388
2019-06-23,2.93668039746356
2019-06-24,3.0029490765322597
2019-06-25,3.066192674409428
2019-06-26,3.4840508396614838
2019-06-27,4.2208252078609885
2019-06-28,3.0814244732957135
2019-06-29,3.7734619217480745
2019-06-30,3.4665248748037487
2019-07-01,2.818079946768746
2019-07-02,2.6906084969528563
2019-07-03,2.7873821707629958
2019-07-04,3.3866710806005322
2019-07-05,2.942504697348188
2019-07-06,2.807562822539364
2019-07-07,2.90843763279059
2019-07-08,3.006925397775628
2019-07-09,3.4391156373346843
2019-07-10,3.5753414887909676
2019-07-11,3.310529099825923
2019-07-12,2.8765767149941577
2019-07-13,3.0925530743957985
2019-07-14,2.850485941817584
2019-07-15,2.300823598709648
2019-07-16,2.5782486594797116
2019-07-17,1.9363402229805402
2019-07-18,2.0178961861600127
2019-07-19,2.4190898431412013
2019-07-20,2.345523903763969
2019-07-21,2.4427107588656662
2019-07-22,2.3462995418757626
2019-07-23,2.2223598419971164
2019-07-24,2.016946705408193
2019-07-25,1.9727092723011967
2019-07-26,2.002811247167421
2019-07-27,1.974021484756064
2019-07-28,1.8145936058969865
2019-07-29,1.8256223555626072
2019-07-30,1.8043926321415886
2019-07-31,1.8239692297280372
2019-08-01,1.9950431653896294
2019-08-02,2.111068217350197
2019-08-03,2.1444421782039456
2019-08-04,2.253721992847427
2019-08-05,2.295894763367496
2019-08-06,2.6466458571159053
2019-08-07,2.4804834894068732
2019-08-08,2.671671065456891
2019-08-09,2.6514313133348106
2019-08-10,2.5912925362949926
2019-08-11,2.355371784803322
2019-08-12,2.4122276144847095
2019-08-13,2.3356912382859907
2019-08-14,2.121789644820674
2019-08-15,1.7911812841516517
2019-08-16,1.8800476556680246
2019-08-17,1.8812251527179595
2019-08-18,1.8231260147377075
2019-08-19,1.8522381829474084
2019-08-20,2.0454990436484097
2019-08-21,1.9748545835787081
2019-08-22,1.7413250086345546
2019-08-23,1.7272900457222915
2019-08-24,1.8082669698918787
2019-08-25,1.7116793029730013
2019-08-26,1.6883417869759152
2019-08-27,1.759056063510936
2019-08-28,1.69085290445957
2019-08-29,1.5362219585046384
2019-08-30,1.4519027900508654
2019-08-31,1.4679086196030282
2019-09-01,1.4686851602054642
2019-09-02,1.497957530845888
2019-09-03,1.6726853143422853
2019-09-04,1.7508392023398633
2019-09-05,1.728104013706905
2019-09-06,1.7131765920690467
2019-09-07,1.6308902412803283
2019-09-08,1.6722868197951006
2019-09-09,1.6382156029998867
2019-09-10,1.5947889226603935
2019-09-11,1.5202636391965698
2019-09-12,1.5272890812018158
2019-09-13,1.5893172470702839
2019-09-14,1.5580338231349236
2019-09-15,1.551357979230105
2019-09-16,1.5386470574402649
2019-09-17,1.5094741289450178
2019-09-18,1.490052438330489
2019-09-19,1.4669851406575363
2019-09-20,1.4764931312883935
2019-09-21,1.4434336966280321
2019-09-22,1.3898975990746194
2019-09-23,1.3933744127122765
2019-09-24,1.2933746789854612
2019-09-25,1.0058517546550712
2019-09-26,0.9737964382780985
2019-09-27,0.8852312088251221
2019-09-28,0.9108615596526222
2019-09-29,0.9049739413023828
2019-09-30,0.869634622064872
2019-10-01,0.907336516550892
2019-10-02,0.9123242372463254
2019-10-03,0.9178108135379679
2019-10-04,0.8848132943947616
2019-10-05,0.8698765816123891
2019-10-06,0.8529130251535656
2019-10-07,0.81563810040041
2019-10-08,0.8647182841120326
2019-10-09,0.8568042069788464
2019-10-10,0.9275197111256919
2019-10-11,0.9226367575038716
2019-10-12,0.8611277743216161
2019-10-13,0.8610618885905904
2019-10-14,0.8534351333267601
2019-10-15,0.8598750765283611
2019-10-16,0.8214724620038028
2019-10-17,0.7865397070514925
2019-10-18,0.7930768191710296
2019-10-19,0.7647474922088159
2019-10-20,0.766325531156698
2019-10-21,0.8072702365100006
2019-10-22,0.8075781905911101
2019-10-23,0.772184225737064
2019-10-24,0.6653546766372317
2019-10-25,0.6598026391287197
2019-10-26,0.8799342276834945
2019-10-27,0.9960239860267072
2019-10-28,1.062258364356759
2019-10-29,0.9886373342475343
2019-10-30,1.021525163854863
2019-10-31,0.9700702285718383
2019-11-01,0.9640745815586115
2019-11-02,0.9735384781642017
2019-11-03,0.982959358435205
2019-11-04,0.9601114561734875
2019-11-05,0.9930193247475035
2019-11-06,0.9736564386590201
2019-11-07,0.9718921930738184
2019-11-08,0.949839426870968
2019-11-09,0.8553048901045798
2019-11-10,0.8526738974659585
2019-11-11,0.897037296233611
2019-11-12,0.8357280285944032
2019-11-13,0.8423284389156017
2019-11-14,0.8389142736513726
2019-11-15,0.8155672832073573
2019-11-16,0.7728627786924914
2019-11-17,0.7805292920255533
2019-11-18,0.7820490653771447
2019-11-19,0.731190583936102
2019-11-20,0.7111231640988263
2019-11-21,0.6781820159002417
2019-11-22,0.6136988380671335
2019-11-23,0.5576924083761929
2019-11-24,0.571953425141148
2019-11-25,0.5166658201277706
2019-11-26,0.5310515914129571
2019-11-27,0.5412361021113379
2019-11-28,0.5886367770332611
2019-11-29,0.57669457220927
2019-11-30,0.6226415521684568
2019-12-01,0.5914497819193404
2019-12-02,0.5680659222199916
2019-12-03,0.5522514407142524
2019-12-04,0.5508715024082849
2019-12-05,0.5400639132930574
2019-12-06,0.5692857419714102
2019-12-07,0.5834679720596584
2019-12-08,0.5833956020804179
2019-12-09,0.5842018962956049
2019-12-10,0.5583951193687005
2019-12-11,0.539898420442638
2019-12-12,0.5304803353377454
2019-12-13,0.5342929312335772
2019-12-14,0.5376032997798657
2019-12-15,0.5161853711315197
2019-12-16,0.5201951287785113
2019-12-17,0.4880946565160797
2019-12-18,0.4488833612616117
2019-12-19,0.537632902307087
2019-12-20,0.5272327691564733
2019-12-21,0.5285507459962251
2019-12-22,0.5236717691518885
2019-12-23,0.5702497799581596
2019-12-24,0.5463965803797545
2019-12-25,0.5416120194512548
2019-12-26,0.5335620733822259
2019-12-27,0.5275897702158734
2019-12-28,0.534506173361303
2019-12-29,0.5381427837903181
2019-12-30,0.5527949655187084
2019-12-31,0.5337512624422623
2020-01-01,0.5190168475261007
2020-01-02,0.5198993365468646
2020-01-03,0.48879308728734017
2020-01-04,0.5404816516730593
2020-01-05,0.549858993991173
2020-01-06,0.5496765778764353
2020-01-07,0.6038433702561905
2020-01-08,0.6662923914845534
2020-01-09,0.6533201309789652
2020-01-10,0.620851312774074
2020-01-11,0.6664291935568045
2020-01-12,0.645840405517163
2020-01-13,0.6718329452388488
2020-01-14,0.6639288793267143
2020-01-15,0.78045058511974
2020-01-16,0.7782290773431958
2020-01-17,0.7625991061637292
2020-01-18,0.7978431704894828
2020-01-19,0.7999939488662332
2020-01-20,0.7582891422974809
2020-01-21,0.7502385730166922
2020-01-22,0.7648433415621226
2020-01-23,0.7536405020304187
2020-01-24,0.7067021988127364
2020-01-25,0.7128306022309407
2020-01-26,0.7005136696560632
2020-01-27,0.7402743080288183
2020-01-28,0.7953655543486672
2020-01-29,0.8765188486466594
2020-01-30,0.8683857784616731
2020-01-31,0.9036415932015994
2020-02-01,0.8725310110419116
2020-02-02,0.8794321793010035
2020-02-03,0.86990285981646
2020-02-04,0.85962522138704
2020-02-05,0.8388630440724472
2020-02-06,0.9192984038841412
2020-02-07,0.9391435276929769
2020-02-08,0.951031116846401
2020-02-09,0.9634584517626675
2020-02-10,1.0116354977119428
2020-02-11,0.9590098699922619
2020-02-12,1.0259786382169191
2020-02-13,1.0486232701333011
2020-02-14,1.0240930414972584
2020-02-15,1.0427984487888406
2020-02-16,0.9571727460761651
2020-02-17,0.9650459249715374
2020-02-18,0.9169867220327826
2020-02-19,1.003370588955879
2020-02-20,0.9034032049697537
2020-02-21,0.8994115407553473
2020-02-22,0.9132712745085138
2020-02-23,0.9081551922298878
2020-02-24,0.9568641853627311
2020-02-25,0.9051122666904027
2020-02-26,0.8471511756013911
2020-02-27,0.7564633459338546
2020-02-28,0.7501847672621915
2020-02-29,0.7302037373419726
2020-03-01,0.7180380112085801
2020-03-02,0.7115015347948984
2020-03-03,0.7620805679450988
2020-03-04,0.748468612474403
2020-03-05,0.7431776672568685
2020-03-06,0.7974963854188722
2020-03-07,0.804691149023535
2020-03-08,0.7671100852082466
2020-03-09,0.6357783370670063
2020-03-10,0.6063746854575018
2020-03-11,0.6044949701807731
2020-03-12,0.6049258964766537
2020-03-13,0.2437180560282033
2020-03-14,0.301144465426381
2020-03-15,0.26279230957431204
2020-03-16,0.28216691331899213
2020-03-17,0.24392800007278964
2020-03-18,0.26674510020294007
2020-03-19,0.26905020783586187
2020-03-20,0.3751920786425525
2020-03-21,0.3774220861501672
2020-03-22,0.37535631291108573
2020-03-23,0.3341204005077211
2020-03-24,0.40751163876073637
2020-03-25,0.4469821786614257
2020-03-26,0.43896383655526655
2020-03-27,0.4451463070112917
2020-03-28,0.41274540603675075
2020-03-29,0.3853226269486612
2020-03-30,0.3472846678192622
2020-03-31,0.40941454633615165
2020-04-01,0.41065920085817453
2020-04-02,0.4329218796548287
2020-04-03,0.4585750561285562
2020-04-04,0.4509578516777445
2020-04-05,0.46800262307821777
2020-04-06,0.4581797936011265
2020-04-07,0.5262364327569936
2020-04-08,0.5128395128661032
2020-04-09,0.5358365530676729
2020-04-10,0.5309591730868418
2020-04-11,0.4695598070996835
2020-04-12,0.4681458939634713
2020-04-13,0.4827364763693501
2020-04-14,0.46566432306825684
2020-04-15,0.46574927854925097
2020-04-16,0.4381108034014638
2020-04-17,0.5027994385614365
2020-04-18,0.49906245769485386
2020-04-19,0.5226995453264844
2020-04-20,0.5117640527940471
2020-04-21,0.4687285557202648
2020-04-22,0.46843338905051085
2020-04-23,0.5015796698049343
2020-04-24,0.5460448072269135
2020-04-25,0.5627151942289152
2020-04-26,0.565086252590313
2020-04-27,0.5810212310583192
2020-04-28,0.5983871871845339
2020-04-29,0.5992253908758745
2020-04-30,0.7597298509748271
2020-05-01,0.7371184174054405
2020-05-02,0.76955165946203
2020-05-03,0.7880874760461638
2020-05-04,0.77127172522165
2020-05-05,0.7727756199843892
2020-05-06,0.7876761356452403
2020-05-07,0.8310249371346385
2020-05-08,0.9541757906666236
2020-05-09,0.9338239453307963
2020-05-10,0.8850185757456349
2020-05-11,0.7359189282784258
2020-05-12,0.7102243803135052
2020-05-13,0.7416540097885225
2020-05-14,0.8210505844677256
2020-05-15,0.9037433138849156
2020-05-16,0.8296033667703256
2020-05-17,0.8358758085072412
2020-05-18,0.8888956924501394
2020-05-19,0.8968424941893535
2020-05-20,0.8950445935289119
2020-05-21,0.8568481763499234
2020-05-22,0.7780543063494116
2020-05-23,0.7950854810209751
2020-05-24,0.798737882958004
2020-05-25,0.7257535522464519
2020-05-26,0.7453954750395666
2020-05-27,0.7323219329098078
2020-05-28,0.7897858848154081
2020-05-29,0.8485408036814254
2020-05-30,0.8312065027940052
2020-05-31,0.8761958247011803
2020-06-01,0.8325261271654004
2020-06-02,0.9580337798126587
2020-06-03,0.8414107226466567
2020-06-04,0.8613667102927838
2020-06-05,0.8854831429952991
2020-06-06,0.8593421637174921
2020-06-07,0.8553322771039179
2020-06-08,0.8723326101401013
2020-06-09,0.8725940926670007
2020-06-10,0.8736141794269374
2020-06-11,0.8847020986713834
2020-06-12,0.7867474208749942
2020-06-13,0.811713069608714
2020-06-14,0.8089335839936459
2020-06-15,0.7914114599526438
2020-06-16,0.8008930033406775
2020-06-17,0.8124496682971948
2020-06-18,0.8015525682503281
2020-06-19,0.7875109242244266
2020-06-20,0.7656833747719247
2020-06-21,0.7702736569190338
2020-06-22,0.7633107035674283
2020-06-23,0.8184746814447699
2020-06-24,0.8143199204626114
2020-06-25,0.7595779316983681
2020-06-26,0.7491318334323546
2020-06-27,0.7323246773840071
2020-06-28,0.7116115544251225
2020-06-29,0.7242211287910367
2020-06-30,0.7295736659752067
2020-07-01,0.7214632873569344
2020-07-02,0.7329876329693563
2020-07-03,0.7143382598811778
2020-07-04,0.7060546691655648
2020-07-05,0.710460129088036
2020-07-06,0.7004469296987561
2020-07-07,0.7417624522817277
2020-07-08,0.7246774300539848
2020-07-09,0.7502821920635246
2020-07-10,0.7241011903391074
2020-07-11,0.7229038158689435
2020-07-12,0.7154069454951957
2020-07-13,0.7191419921291091
2020-07-14,0.7113267990551426
2020-07-15,0.709989855325794
2020-07-16,0.7005680715573995
2020-07-17,0.6897523083178629
2020-07-18,0.690938284817733
2020-07-19,0.6901787847092128
2020-07-20,0.692783389374034
2020-07-21,0.6871748027821117
2020-07-22,0.717558137467203
2020-07-23,0.7390697138713631
2020-07-24,0.7461580385064227
2020-07-25,0.737231451177774
2020-07-26,0.7574494082337914
2020-07-27,0.7911671122723101
2020-07-28,0.9758300344377493
2020-07-29,0.9546946646189663
2020-07-30,0.9847147994538289
2020-07-31,0.9836939567203647
2020-08-01,1.0185660426204861
2020-08-02,1.0954669034266686
2020-08-03,0.963875973490084
2020-08-04,0.9968903254541129
2020-08-05,0.9869050905108813
2020-08-06,1.0824725745510084
2020-08-07,1.0846850211943115
2020-08-08,1.049824629871732
2020-08-09,1.0709291036983013
2020-08-10,1.0542599389622276
2020-08-11,1.0909018930753673
2020-08-12,1.0021673562690412
2020-08-13,1.0316245033934337
2020-08-14,1.0615549481657676
2020-08-15,1.0579098306349926
2020-08-16,1.0728454910417575
2020-08-17,1.0752924461078308
2020-08-18,1.1376491606158887
2020-08-19,1.0868387901358145
2020-08-20,1.0430428535670098
2020-08-21,1.0610785586855713
2020-08-22,1.006957072364215
2020-08-23,1.020768572161016
2020-08-24,1.0155945305095428
2020-08-25,1.032416170581797
2020-08-26,0.9602852581851691
2020-08-27,0.9783590540308901
2020-08-28,0.9493975968447724
2020-08-29,0.9837859035165919
2020-08-30,0.9763505149309761
2020-08-31,1.0093501543518397
2020-09-01,1.001452798950954
2020-09-02,1.0487931509926876
2020-09-03,0.9513262082575616
2020-09-04,0.7640052716155488
2020-09-05,0.8052977877987784
2020-09-06,0.7522229196531405
2020-09-07,0.7678491346739156
2020-09-08,0.7797323702476412
2020-09-09,0.74358087155453
2020-09-10,0.7582813855291994
2020-09-11,0.775923948762798
2020-09-12,0.7806822999844828
2020-09-13,0.7855574424645702
2020-09-14,0.7654280048405366
2020-09-15,0.8161192051139906
2020-09-16,0.832514260860254
2020-09-17,0.8575753566720962
2020-09-18,0.8520143148845213
2020-09-19,0.8471574722038179
2020-09-20,0.8702608133513029
2020-09-21,0.8431103853235867
2020-09-22,0.7698108459037163
2020-09-23,0.7793925538298669
2020-09-24,0.7360294147513389
2020-09-25,0.8092039752000599
2020-09-26,0.7970923407651002
2020-09-27,0.802431722305769
2020-09-28,0.8045340906747859
2020-09-29,0.7904832792126288
2020-09-30,0.8066288289246561
2020-10-01,0.7954143634294564
2020-10-02,0.766119455228517
2020-10-03,0.755813342992248
2020-10-04,0.7486359657668727
2020-10-05,0.7628790359857819
2020-10-06,0.7768694677807908
2020-10-07,0.7463298459131738
2020-10-08,0.752570342350822
2020-10-09,0.7859404130126044
2020-10-10,0.801664453612431
2020-10-11,0.8330933043989901
2020-10-12,0.8439877870462555
2020-10-13,0.8637525326810973
2020-10-14,0.842395068996244
2020-10-15,0.8383558573600238
2020-10-16,0.845617612232672
2020-10-17,0.8158353704654661
2020-10-18,0.8172869877096437
2020-10-19,0.8339783464933411
2020-10-20,0.867231491295087
2020-10-21,0.8883403110912306
2020-10-22,1.0212217075590642
2020-10-23,1.043705412767634
2020-10-24,1.0329015788942966
2020-10-25,1.0566663125889844
2020-10-26,1.0399077441867768
2020-10-27,1.0424926027033947
2020-10-28,1.1314274912579152
2020-10-29,1.0638964716756691
2020-10-30,1.0857229325714364
2020-10-31,1.0981056905301727
2020-11-01,1.1309488226367612
2020-11-02,1.1181541247974403
2020-11-03,1.0830240325266187
2020-11-04,1.1424936761746556
2020-11-05,1.1672274963116964
2020-11-06,1.4108966127177038
